source,title,publisher,issn,eissn,field,scopus,wos,wos_indexes,abdc_rating
scopus_mar_2026,Arbor,CSIC Consejo Superior de Investigaciones Cientificas,02101963,1988303X,3312; 1200; 3316,true,,,
scopus_mar_2026,Arboricultural Association Journal,Taylor and Francis Ltd.,00037931,,1102,true,,,
scopus_mar_2026,Arboricultural Journal,Taylor and Francis Ltd.,03071375,21681074,1102,true,,,
scopus_mar_2026,Arboriculture and Urban Forestry,International Society of Arboriculture,19355297,,1107; 2303,true,,,
scopus_mar_2026,Arcadia,Walter de Gruyter GmbH,00037982,16130642,1208,true,,,
scopus_mar_2026,Archaea,John Wiley and Sons Ltd,14723646,14723654,1105; 1314; 2404,true,,,
scopus_mar_2026,Archaeofauna,Asociacion Espanola de Arqueozoologia,11326891,,3302; 1103; 1204,true,,,
scopus_mar_2026,Archaeologia Adriatica,University of Zadar,18464807,18489281,1201; 1204; 3302,true,,,
scopus_mar_2026,Archaeologia Bulgarica,Nous Publishers Ltd.,13109537,,3302; 1204,true,,,
scopus_mar_2026,Archaeologia Historica,"Faculty of Arts, Masaryk University",02315823,23364386,3302; 1202; 1204,true,,,
scopus_mar_2026,Archaeologia Lituana,Vilnius University Press,13926748,25388738,3302; 1204,true,,,
scopus_mar_2026,Archaeologia Maritima Mediterranea,Fabrizio Serra Editore Srl,17246091,18253881,3302; 1204,true,,,
scopus_mar_2026,Archaeologia Polona,"Institute of Archaeology and Ethnology, Polish Academy of Sciences",00665924,27196542,1204; 3302,true,,,
scopus_mar_2026,Archaeologiae,Fabrizio Serra Editore Srl,17235804,17242274,3302; 1204; 1202,true,,,
scopus_mar_2026,Archaeologiai Ertesito,Akademiai Kiado,00038032,1589486X,3302; 1202; 1204,true,,,
scopus_mar_2026,Archaeological and Anthropological Sciences,Springer Verlag,18669557,18669565,3302; 3314; 1204,true,,,
scopus_mar_2026,Archaeological Dialogues,Cambridge University Press,13802038,14782294,3302; 1201; 3305,true,,,
scopus_mar_2026,Archaeological Journal,Routledge,00665983,23732288,3302; 1206; 1204,true,,,
scopus_mar_2026,Archaeological Prospection,John Wiley and Sons Ltd,10752196,10990763,3302; 1202,true,,,
scopus_mar_2026,Archaeological Reports,Cambridge University Press,05706084,20414102,1205; 3302; 1204,true,,,
scopus_mar_2026,Archaeological Research in Asia,Elsevier B.V.,,23522267,3302; 1204,true,,,
scopus_mar_2026,Archaeological Textiles Newsletter,Norwegian University of Science and Technology,01697331,,1202; 1204,true,,,
scopus_mar_2026,Archaeological Textiles Review,Kobenhavns Universitet,22457135,,1204; 1202; 2501,true,,,
scopus_mar_2026,Archaeologies,Springer New York,15558622,19353987,1204,true,,,
scopus_mar_2026,Archaeology,Archaeological Institute of America,00038113,19435746,1204; 3302,true,,,
scopus_mar_2026,Archaeology in Oceania,John Wiley and Sons Inc,07284896,18344453,1204; 3302; 3314,true,,,
scopus_mar_2026,"Archaeology, Ethnology and Anthropology of Eurasia",Elsevier,15630110,,3316; 1204,true,,,
scopus_mar_2026,Archaeometry,Wiley-Blackwell Publishing Ltd,0003813X,14754754,3302; 1202,true,,,
scopus_mar_2026,Archaologie der Schweiz,Archaologie Schweiz,02559005,,3302; 1204,true,,,
scopus_mar_2026,Archaologie Osterreichs,Hartleben,10181857,,3302; 1204,true,,,
scopus_mar_2026,Archaologische Mitteilungen aus Iran und Turan,Reimer Verlag,14342758,,3302; 1204,true,,,
scopus_mar_2026,Archaologischer Anzeiger,Walter de Gruyter GmbH,00038105,,3302; 1204,true,,,
scopus_mar_2026,Archaologisches Korrespondenzblatt,Leibniz-Zentrum fuer Archaeologie,0342734X,23644729,3302; 1204,true,,,
scopus_mar_2026,Archaologisches Nachrichtenblatt,Akademie Verlag GMBH,09488359,,3302; 1204,true,,,
scopus_mar_2026,Archeion,The State Archives Head Office,00666041,26581264,3321; 3309; 1202,true,,,
scopus_mar_2026,Archeologia Classica,L'Erma di Bretschneider,03918165,22407839,3302; 1205; 1204,true,,,
scopus_mar_2026,Archeologia dell'Architettura,All'Insegna del Giglio s.a.s.,11266236,20386567,3302; 1204,true,,,
scopus_mar_2026,Archeologia e Calcolatori,Consiglio Nazionale delle Ricerche,11206861,23851953,1706; 3302; 1204,true,,,
scopus_mar_2026,Archeologia Medievale,Edizioni all'Insegna del Giglio s.a.s.,03900592,,3302; 1204,true,,,
scopus_mar_2026,Archeologia Polski,Polska Akademia Nauk,00038180,,3302; 1204,true,,,
scopus_mar_2026,Archeologia Postmedievale,All'Insegna del Giglio s.a.s.,15925935,20392818,3302; 1204,true,,,
scopus_mar_2026,Archeologicke Rozhledy,Czech Academy of Sciences,03231267,25709151,3302; 1204,true,,,
scopus_mar_2026,Archeologie Medievale,"Universite de Caen, Centre de Recherches Archeologiques et Historiques Medievales",01539337,,1200,true,,,
scopus_mar_2026,Archeometriai Muhely,Hungarian National Museum,,1786271X,1204,true,,,
scopus_mar_2026,Archeo-Nil,Societe pour l'Etude des Cultures Prepharaoniques de la Vallee du Nil,11610492,,3302; 1204,true,,,
scopus_mar_2026,ArcheoSciences,Presses Universitaires de Rennes,19601360,21043728,3302; 1204,true,,,
scopus_mar_2026,ArchiDOCT,Scholastica,,23090103,2309; 3322; 2216; 1206; 1213,true,,,
scopus_mar_2026,Archipel,Association Archipel,00448613,,1208; 3302; 1212; 1202; 1204; 3316,true,,,
scopus_mar_2026,ArcHistoR,Universita Mediterranea di Reggio Calabria,,23848898,1213; 1202; 2216,true,,,
scopus_mar_2026,Architect,American Institute of Architects,19357001,,1213; 2216,true,,,
scopus_mar_2026,Architectura - Zeitschrift fur Geschichte der Baukunst,Deutscher Kunstverlag GmbH,0044863X,,1213; 2216,true,,,
scopus_mar_2026,Architectural Design,"Conde Nast Publications, Inc.",00038504,15542769,2216; 1213,true,,,
scopus_mar_2026,Architectural Digest,"Conde Nast Publications, Inc.",00038520,,1213; 2216,true,,,
scopus_mar_2026,Architectural Engineering and Design Management,Taylor and Francis Ltd.,17452007,17527589,1400; 2215; 2216,true,,,
scopus_mar_2026,Architectural Histories,Open Library of Humanities,,20505833,1202; 1213; 2216,true,,,
scopus_mar_2026,Architectural History,Ubiquity Press,0066622X,20595670,2216; 1213,true,,,
scopus_mar_2026,Architectural Record,McGraw-Hill Construction Dodge,0003858X,,2216; 1213,true,,,
scopus_mar_2026,Architectural Review,Emap Construct Ltd.,0003861X,,1213; 2216,true,,,
scopus_mar_2026,Architectural Science Review,Taylor and Francis Ltd.,00038628,17589622,2216,true,,,
scopus_mar_2026,Architectural Studies,Lviv Polytechnic National University,2411801X,27867374,3322; 2216; 2215; 2205,true,,,
scopus_mar_2026,Architectural Technology,British Institute of Architectural Technologists (BIAT),1361326X,,2215; 2216,true,,,
scopus_mar_2026,Architectural Theory Review,Routledge,13264826,17550475,1213,true,,,
scopus_mar_2026,Architecture,Multidisciplinary Digital Publishing Institute (MDPI),,26738945,2216; 1201,true,,,
scopus_mar_2026,"Architecture (Washington, D.C.)",VNU Business Publications,07460554,,2700,true,,,
scopus_mar_2026,Architecture and Culture,Taylor and Francis Ltd.,20507828,20507836,3322; 1213; 2216; 3316,true,,,
scopus_mar_2026,Architecture and Engineering,St. Petersburg State University of Architecture and Civil Engineering,,25000055,2211; 2215; 2216,true,,,
scopus_mar_2026,Architecture and Urban Planning,Walter de Gruyter GmbH,16914333,22558764,2309; 3322; 1202; 2216; 3305; 1206,true,,,
scopus_mar_2026,Architecture d'Aujourd Hui,Editions Jean-Michel Place,00038695,,1213; 2216,true,,,
scopus_mar_2026,Architecture Image Studies,AP2,,21848645,2216,true,,,
scopus_mar_2026,Architecture Research,"University of Ljubljana, Faculty of Architecture",15805573,15816974,3322; 2216; 1206; 1213; 1201,true,,,
scopus_mar_2026,"Architecture, City and Environment",Universitat Politecnica de Catalunya,18877052,18864805,3322; 3305; 2216,true,,,
scopus_mar_2026,"Architecture, Structures and Construction",Springer Nature,27309886,27309894,2501; 2216; 2205; 2215,true,,,
scopus_mar_2026,Architecture_MPS,UCL Press,,20509006,2216,true,,,
scopus_mar_2026,Architektura a Urbanizmus,Slovak Academy of Sciences,00448680,,3322; 2216; 1206,true,,,
scopus_mar_2026,Archiv der Elektrischen Uebertragung,Hirzel Verlag,03742393,,2200,true,,,
scopus_mar_2026,Archiv der Mathematik,Springer International Publishing,0003889X,14208938,2600,true,,,
scopus_mar_2026,Archiv der Pharmazie,Wiley-VCH Verlag,03656233,15214184,3002; 3003,true,,,
scopus_mar_2026,Archiv der Pharmazie und Berichte der Deutschen Pharmazeutischen Gesellschaft,Verlag Chemie,03760367,,2700,true,,,
scopus_mar_2026,Archiv fur das Studium der Neueren Sprachen und Literaturen,Erich Schmidt Verlag GmbH and Co Berlin,00038970,,1208; 3310; 1203,true,,,
scopus_mar_2026,Archiv für Dermatologische Forschung,Springer Verlag,00039187,,2708,true,,,
scopus_mar_2026,Archiv fur die gesamte Psychologie,Akademische Verlagsgesellschaft,07247842,,2700,true,,,
scopus_mar_2026,Archiv fur die gesamte Virusforschung,Springer Verlag,00039012,,1311; 2402,true,,,
scopus_mar_2026,Archiv für Elektrotechnik,Springer Verlag,00039039,,2200,true,,,
scopus_mar_2026,Archiv für Entwickleungsmechanik der Organismen,Springer Verlag,03745155,,1309; 1307; 1311; 1105,true,,,
scopus_mar_2026,Archiv fur Fischereiwissenschaft,Heinemann,00039063,,2700,true,,,
scopus_mar_2026,Archiv fur Geflugelkunde,Verlag Eugen Ulmer,00039098,,1103; 3403,true,,,
scopus_mar_2026,Archiv fur Geschichte der Philosophie,Walter de Gruyter GmbH,00039101,16130650,1211,true,,,
scopus_mar_2026,Archiv für Gewerbepathologie und Gewerbehygiene,Springer Verlag,03652564,,2739; 2307,true,,,
scopus_mar_2026,Archiv fur Gynakologie,J.F. Bergmann,00039128,,2729,true,,,
scopus_mar_2026,Archiv fur Hydrobiologie,Schweizerbart Science Publishers,00039136,,2303; 1105; 1104,true,,,
scopus_mar_2026,Archiv fur Japanische Chirurgie,Kyoto University,00039152,,2746,true,,,
scopus_mar_2026,Archiv fur Kinderheilkunde,Ferdinand Enke Verlag,00039179,,2700,true,,,
scopus_mar_2026,Archiv fur klinische Medizin,Springer Verlag,03653773,,2700,true,,,
scopus_mar_2026,Archiv fur klinische und experimentelle Ohren- Nasen- und Kehlkopfheilkunde,Springer Verlag,00039195,,2733,true,,,
scopus_mar_2026,Archiv fur Kreislaufforschung,D. Steinkopff-Verlag,00039217,,2705,true,,,
scopus_mar_2026,Archiv fur Kriminologie,Verlag Schmidt-Romhild,00039225,,2734,true,,,
scopus_mar_2026,Archiv fur Liturgiewissenschaft,Academic Press Fribourg,00666386,,1212,true,,,
scopus_mar_2026,Archiv für Mathematische Logik und Grundlagenforschung,Kohlhammer Verlag GmbH,00039268,,2609,true,,,
scopus_mar_2026,Archiv fur Mikrobiologie,Springer Verlag,00039276,,2700,true,,,
scopus_mar_2026,Archiv für Mikroskopische Anatomie und Entwicklungsmechanik,Springer Verlag,03654125,,1307; 1105; 1311; 1309,true,,,
scopus_mar_2026,Archiv fur Molluskenkunde,Schweizerbart Science Publishers,18690963,23670622,1103,true,,,
scopus_mar_2026,Archiv fur Musikwissenschaft,Franz Steiner Verlag GmbH,00039292,23662794,1210,true,,,
scopus_mar_2026,Archiv fur orthopadische und Unfall-Chirurgie,J.F. Bergmann,00039330,,2732; 2746,true,,,
scopus_mar_2026,Archiv fur Papyrusforschung und Verwandte Gebiete,Walter de Gruyter GmbH,00666459,18671551,3302; 1204; 1202,true,,,
scopus_mar_2026,Archiv fur physikalische Therapie,Georg Thieme Verlag,03761630,,2700,true,,,
scopus_mar_2026,Archiv fur Protistenkunde,Elsevier B.V.,00039365,,1110; 1100; 2404,true,,,
scopus_mar_2026,Archiv fur Psychiatrie und Nervenkrankheiten,Springer Verlag,00039373,,2738; 3206,true,,,
scopus_mar_2026,Archiv fur Psychologie,Akademische Verlagsgesellschaft,00666475,,2700,true,,,
scopus_mar_2026,Archiv fur Rechts- und Sozialphilosophie,Franz Steiner Verlag GmbH,00012343,23635606,1211; 3308,true,,,
scopus_mar_2026,Archiv fur Reformationsgeschichte,Guetersloher Verlagshaus,00039381,21980489,1212,true,,,
scopus_mar_2026,Archiv fur Sozialgeschichte,Verlag J.H.W. Dietz Nachfolger GmbH,00666505,,1202; 3312,true,,,
scopus_mar_2026,Archiv fur Tierernahrung,Taylor and Francis Ltd.,0003942X,,1103,true,,,
scopus_mar_2026,Archiv fur Toxikologie,Springer Verlag,00039446,,2307; 3005,true,,,
scopus_mar_2026,Archiv fur Volkerkunde,W. Braumuller,00666513,,3314; 3316,true,,,
scopus_mar_2026,Archiv Orientalni,"Oriental Institute, Czech Academy of Sciences",00448699,,3316; 1202,true,,,
scopus_mar_2026,Archival Informatics Newsletter,Archives & Museum Informatics,08922179,,3309; 3300; 1202,true,,,
scopus_mar_2026,Archival Science,Springer Science and Business Media B.V.,13890166,15737500,1202; 3309,true,,,
scopus_mar_2026,Archivaria,Association of Canadian Archivists,03186954,,3309,true,,,
scopus_mar_2026,Archive for History of Exact Sciences,Springer Verlag,00039519,14320657,1207; 2601,true,,,
scopus_mar_2026,Archive for Mathematical Logic,Springer New York,09335846,14320665,2609; 1211,true,,,
scopus_mar_2026,Archive for Rational Mechanics and Analysis,Springer New York,00039527,14320673,2601; 2603; 2210,true,,,
scopus_mar_2026,Archive for the Psychology of Religion,Sage Publications,00846724,15736121,1212; 3201,true,,,
scopus_mar_2026,Archive of Applied Mechanics,Springer Verlag,09391533,14320681,2210,true,,,
scopus_mar_2026,Archive of Fishery and Marine Research,Elsevier B.V.,09441921,,1104,true,,,
scopus_mar_2026,Archive of Mechanical Engineering,"Polish Academy of Sciences, Committe of Machine Design",00040738,23001895,2211; 2210,true,,,
scopus_mar_2026,Archive of Oncology,Institute of Oncology Sremska Kamenica,03547310,14509520,2720; 2730,true,,,
scopus_mar_2026,Archive of Ukrainian Ophthalmology,Zaslavsky Publishing House,23098147,23112999,2731,true,,,
scopus_mar_2026,Archives,Liverpool University Press,00039535,,1202; 3309,true,,,
scopus_mar_2026,Archives and Manuscripts,Australian Society of Archivists,01576895,21646058,3315; 3309,true,,,
scopus_mar_2026,Archives and Museum Informatics,Archives & Museum Informatics,10421467,,2215; 1712,true,,,
scopus_mar_2026,Archives and Records,Taylor and Francis Ltd.,23257962,23257989,1202,true,,,
scopus_mar_2026,Archives Animal Breeding,Copernicus Publications,00039438,23639822,1311; 1110; 1102,true,,,
scopus_mar_2026,Archives belges de dermatologie,Acta Medica Belgica,03018636,,2700,true,,,
scopus_mar_2026,Archives belges de dermatologie et de syphiligraphie,Acta Medica Belgica,0003956X,,2700,true,,,
scopus_mar_2026,Archives d'Anatomie et de Cytologie Pathologiques,Expansion Scientifique,0395501X,,2734; 2702,true,,,
scopus_mar_2026,Archives d'Anatomie Microscopique et de Morphologie Experimentale,Masson Publishing,00039594,,2702,true,,,
scopus_mar_2026,Archives d'anatomie pathologique,Expansion Scientifique Francaise,00039608,,2700,true,,,
scopus_mar_2026,Archives de l'Institut Pasteur d'Algerie,Institut Pasteur d'Algerie,00202460,,2700,true,,,
scopus_mar_2026,Archives de l'Institut Pasteur de Tunis,Institut Pasteur de Tunis,00202509,,2700,true,,,
scopus_mar_2026,Archives de l'Institute Pasteur de Madagascar,Institut Pasteur de Madagascar,00202495,,2700,true,,,
scopus_mar_2026,Archives de Pediatrie,Elsevier Masson s.r.l.,0929693X,1769664X,2735,true,,,
scopus_mar_2026,Archives de Philosophie,"Centre Sevres, Faculte Jesuites de Paris",00039632,,1211,true,,,
scopus_mar_2026,Archives de Sciences Sociales des Religions,"College de France, Ecole des Hautes Etudes en Sciences Sociales (E H E S S)",03355985,17775825,3301; 1212,true,,,
scopus_mar_2026,Archives des maladies de l'appareil digestif et des maladies de la nutrition,Societe Nationale Francaise De Gastro-Enterologie,03654117,,2700,true,,,
scopus_mar_2026,Archives des Maladies du Coeur et des Vaisseaux,Editions J B Bailliere,00039683,,2705,true,,,
scopus_mar_2026,Archives des Maladies du Coeur et des Vaisseaux - Pratique,Elsevier Masson s.r.l.,1261694X,,2705,true,,,
scopus_mar_2026,Archives des Maladies Professionnelles de Medecine du Travail et de Securite Sociale,Masson Publishing,00039691,,2739,true,,,
scopus_mar_2026,Archives des Maladies Professionnelles et de l'Environnement,Elsevier Masson s.r.l.,17758785,,2739,true,,,
scopus_mar_2026,Archives des Maladies Professionnelles et de Medecine du Travail,Masson Publishing,12503274,,2739,true,,,
scopus_mar_2026,Archives des Sciences,Societe de Physique et d'Histoire Naturelle de Geneve,1661464X,26246848,1000,true,,,
scopus_mar_2026,Archives des Sciences et Compte Rendu Seances de la Societe,Societe de Physique et d'Histoire Naturelle de Geneve,02529289,,1000,true,,,
scopus_mar_2026,Archives d'Histoire Doctrinale et Litteraire du Moyen-Age,Librairie Philosophique J. Vrin,03735478,21099529,1208; 1211,true,,,
scopus_mar_2026,Archives d'ophtalmologie,Masson Publishing,03994236,,2700,true,,,
scopus_mar_2026,Archives d'Ophtalmologie et Revue Generale d'Ophtalmologie,Masson Publishing,0003973X,,2731; 2809,true,,,
scopus_mar_2026,Archives Europeennes de Sociologie,Cambridge University Press,00039756,14740583,3312,true,,,
scopus_mar_2026,"Archives for Meteorology, Geophysics and Bioclimatology, Series A",Springer Verlag,00666416,,1902; 1900; 2300,true,,,
scopus_mar_2026,Archives for Technical Sciences,Technical institute of Bijeljina,18404855,22330046,2701; 2209; 2205; 2201; 1403,true,,,
scopus_mar_2026,Archives Francaises de Pediatrie,Editions Techniques SA,00039764,,2735,true,,,
scopus_mar_2026,Archives Francaises des Maladies de l'Appareil Digestif,Masson Publishing,00039772,,2715,true,,,
scopus_mar_2026,Archives Internationales de Pharmacodynamie et de Therapie,Wiley-Blackwell Publishing Ltd,00039780,,3004,true,,,
scopus_mar_2026,Archives internationales de physiologie,Vaillant Carmanne,03014541,,2700,true,,,
scopus_mar_2026,Archives Internationales de Physiologie et de Biochimie,Vaillant Carmanne,00039799,,1314; 1303,true,,,
scopus_mar_2026,"Archives Internationales de Physiologie, de Biochimie et de Biophysique",Taylor and Francis Ltd.,07783124,,2700,true,,,
scopus_mar_2026,Archives Internationales d'Histoire des Sciences,Brepols Publishers,00039810,,2700,true,,,
scopus_mar_2026,Archives Italiennes de Biologie,University of Pisa,00039829,,1314; 1307; 2700,true,,,
scopus_mar_2026,Archives Juives,Editions Les Belles Lettres,00039837,19650531,1202; 3316; 1212,true,,,
scopus_mar_2026,Archives Medicales de l'Ouest,Archives Medicales de l'Ouest,05706955,,2700,true,,,
